Epochs,Test Accuracy,Train Accuracy,ProbAct Sigma Value
141,87.2,100.0,-0.0011820032959803939
142,87.12,100.0,-0.0014747707173228266
143,87.31,99.99799999999999,-0.0040765730664134026
144,87.38,99.99799999999999,-0.0025530597195029263
145,87.12,99.99799999999999,-0.003552654758095741
146,87.17,100.0,-0.002615225734189153
147,87.24,100.0,-0.002525229938328266
148,87.17,100.0,-0.0025127169210463762
149,87.05,100.0,-0.002815679647028446
150,87.02,100.0,-0.0021444878075271845
151,87.18,99.99799999999999,-0.0020540908444672823
152,87.24,100.0,-0.0018885264871641996
153,87.25,99.99799999999999,-0.0019003594061359765
154,87.23,100.0,-0.0019018319435417648
155,87.07,100.0,-0.0019003369379788641
156,87.18,100.0,-0.001884958823211491
157,87.05,100.0,-0.0018817957025021317
158,86.97,99.99799999999999,-0.0018384814029559493
159,87.11,99.99799999999999,-0.001760579296387732
160,86.97,99.99799999999999,-0.0017502810806035993
161,87.07,100.0,-0.0017378241755068302
162,87.18,100.0,-0.0017400573706254365
163,87.27,100.0,-0.0017415955662727356
164,87.23,99.99799999999999,-0.0018023803131654856
165,87.18,100.0,-0.001799257006496191
166,87.21,100.0,-0.0018042048905044796
167,87.12,100.0,-0.0017860744846984746
168,87.05,100.0,-0.0017563040601089597
169,87.17,100.0,-0.001761107356287539
170,87.13,100.0,-0.0017575434176251292
171,87.21,100.0,-0.0018074775580316784
172,87.11,100.0,-0.001800856669433415
173,87.21,100.0,-0.0018017048714682462
174,87.18,100.0,-0.0018523010658100245
175,87.06,99.99799999999999,-0.0022427397780120373
176,87.22,100.0,-0.002191411796957255
177,87.16,99.99799999999999,-0.0022259776014834642
178,87.15,100.0,-0.0024593549314886327
179,87.05,99.99799999999999,-0.0023654063697904353
180,87.12,100.0,-0.0023626333568245173
181,87.12,100.0,-0.002347138244658709
182,87.09,100.0,-0.0023356091696769
183,86.94,100.0,-0.00232251756824553
184,87.27,99.99600000000001,-0.0022412252146750693
185,87.26,100.0,-0.002216271823272109
186,87.16,100.0,-0.0022174862679094076
187,87.01,100.0,-0.0021739271469414234
188,86.97,100.0,-0.002205240074545145
189,87.25,99.99799999999999,-0.0022124003153294325
190,87.12,100.0,-0.002198261907324195
191,87.22,100.0,-0.00233958731405437
192,87.21,100.0,-0.0023415712639689445
193,86.97,99.99799999999999,-0.0023373181466013197
194,87.01,100.0,-0.002331989118829369
195,87.15,100.0,-0.0023277064319700003
196,87.2,100.0,-0.002319657476618886
197,87.07,100.0,-0.0023071363102644678
198,87.14,99.99799999999999,-0.0024649614933878183
199,87.06,100.0,-0.002663950202986598
